model,id,category,score_overall,score_slovene_signal,score_required_coverage,score_fluency,score_abstention,score_forbidden_control,hard_fail,hard_fail_reasons,latency_sec,tokens,expected_abstain,source_topic,source_url,prompt,answer
llama-3.1-8b-instant,GOLD2-1855,Novinarska vprašanja,4.5,5.0,3.33,4.98,5.0,5.0,False,,1.235,135,False,javna-posvetovanja-in-razpisi,,"Ej, povej mi: [Novinar] Kako AKOS sodeluje v javnih posvetovanjih pri pripravi regulacije in kako loh javnost poda pripombe? A se to da uredit?",Kot AKOS sodelujem v javnih posvetovanjih pri pripravi regulacije skozi različne platforme in sodelovanja z državnimi in lokalnimi organi. Ljudje lahko podajajo pripombe prek spleta na spletni strani AKOS ali prek elektronske pošte na naslov [info@akos.si](mailto:info@akos.si). Pripombe se nato preverijo in sprejemajo po merilu njihove ustreznosti in relevantnosti za pripravo regulacije.
llama-3.1-8b-instant,GOLD2-0988,Novinarska vprašanja,3.73,4.0,1.67,4.9,5.0,5.0,False,,1.606,323,False,novinarska-vprasanja-in-odgovori,,[Novinar] Prosim za uradno pojasnilo: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovor naj bo dejstven in nevtralen.,"Kot AKOS, se zavzemamo za transparentnost in odgovornost pri obravnavanju vprašanj glede težav v omrežju. 

Pri vprašanjih glede težav v omrežju se obravnavajo v skladu z našimi standardi in postopki. Na začetku se težave preučijo in določijo vzrok. Nato se vzrok poskusijo rešiti in preprečiti podobne težave v prihodnosti.

Ko se težave obravnavajo, se javnost obvešča prek naših uradnih spletnih strani in socialnih medijev. Na spletni strani AKOS najdete tudi informacije o preteklih težavah in njihovih rešitvah.

V primeru težav, ki vplivajo na veliko število uporabnikov, se javnost obvešča neposredno prek naših uradnih kanali. 

Za dodatne informacije o naših postopkih in standardih pri obravnavanju vprašanj glede težav v omrežju, prosim, obiščite našo uradno spletno stran in preberite naš dokument ""Postopki za obravnavanje vprašanj glede težav v omrežju""."
llama-3.1-8b-instant,GOLD2-1188,Novinarska vprašanja,4.87,4.5,5.0,4.95,5.0,5.0,False,,1.64,400,False,novinarska-vprasanja-in-odgovori,,[Novinar] Prosim za uradno pojasnilo: [Novinar] Kako AKOS obravnava vprašanja glede težav v omrežju in kako obvešča javnost? Odgovor naj bo dejstven in nevtralen.,"Kot AKOS, se zavzemamo za transparentnost in odgovornost pri obravnavanju vprašanj glede težav v omrežju. 

Pri vprašanjih glede težav v omrežju se obravnavamo skozi naslednje korake:

1. Izobraževanje: AKOS vsebuje strokovno izobraževanje in usposabljanje za delavce, da lahko učinkovito rešujejo težave v omrežju.
2. Obvestila: Če pride do težave v omrežju, AKOS obvesti uporabnike prek uradne spletna strani in družbenih medijev.
3. Raziskave: AKOS raziskuje vzrok težave in ugotavlja potrebe po popravilu.
4. Poprave: AKOS izvede potrebne poprave in vzpostavi varnostne ukrepe, da bi preprečili ponovitev težave.
5. Obveščanje javnosti: AKOS obvešča javnost o rezultatih raziskav in popravil prek uradne spletna strani in družbenih medijev.

Pri obveščanju javnosti se AKOS zavzemamo za to, da bodo informacije čim bolj točne in transparentne. AKOS se tudi zavzemamo za čim hitrejše obveščanje javnosti o težavah v omrežju.

Za dodatne informacije o AKOS in naših nalogah lahko preberete našo uradno spletno stran: [uradna spletna stran AKOS]."
llama-3.1-8b-instant,GOLD2-0362,Postopek pred AKOS,3.88,3.5,2.5,5.0,5.0,5.0,False,,1.006,60,False,postopek-pred-akos,,Na kratko: Ali lahko vlogo za začetek postopka pred AKOS zame odda pooblaščenec? Odgovori v 2 stavkih.,"Da, lahko pooblaščenec odda vlogo za začetek postopka pred AKOS. Pooblaščenec lahko odda vlogo tudi v elektronski obliki prek AKOS-ovega spletišča."
llama-3.1-8b-instant,GOLD2-0088,Postopek pred AKOS,4.25,5.0,2.5,4.99,5.0,5.0,False,,1.282,157,False,postopek-pred-akos,,"Spoštovani, prosim za pojasnilo: Ali moram med postopkom pri AKOS poravnati sporni račun ali lahko počakam? Hvala za pomoč.","Spoštovani, lahko se vprašate, ali morate sporni račun poravnati med postopkom pri AKOS. Po navadi se priporoča, da se račun poravnate takoj, ko pride do spora. To je zaradi tega, ker lahko sporni račun vpliva na vaše finančno stanje in lahko vpliva na vaše možnosti za dostop do finančnih sredstev. Če pa ste v težavah ali potrebujete dodatne informacije, lahko se obrnete na AKOS ali na svoj bankir, da bi prejeli navodila za posebne primerje."
llama-3.1-8b-instant,GOLD2-0573,Postopek pred AKOS,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.373,182,False,postopek-pred-akos,,"[Uporabnik je nezadovoljen] Ali so v postopku pred AKOS kakšni stroški, če spor izgubim? Prosim za jasen naslednji korak.","Kot uporabnik AKOS-a, lahko vas obveščam, da AKOS ni plačljiva služba. Če se spor konča z izgubo, ne boste morali plačati nobenega stroška. AKOS je namenjen za zaščito interesov uporabnikov pred nepravilnostmi in nepravilnimi poslovnimi praksami.

Za nadaljnje informacije in pomoč pri postopku lahko obiščete spletno stran AKOS-a, kjer boste našli podrobnejše informacije o postopku in njegovih korakih. Tudi lahko se obrnete na AKOS na elektronski naslov info@akos.si ali na tel. št. 080 2000."
llama-3.1-8b-instant,GOLD2-1646,Postopek pred AKOS,3.72,4.0,1.67,4.85,5.0,5.0,False,,1.244,188,False,postopek-pred-akos,,"Kaj mora vsebovati predlog za resitev spora, da bo popoln?","Predlog za resitev spora mora vsebovati naslednje elemente:

- Ime in priimek strank, ki so v sporu
- Opis spora in razloga za spor
- Zahtevano rešitev spora
- Podrobno opisano mnenje stranke, ki je podala spor
- Podrobno opisano mnenje stranke, ki je sprejeta spor
- Seznam dokazov, ki podpirajo zahtevano rešitev spora
- Podpis stranke, ki je podala spor

Predlog za resitev spora mora biti tudi podan v določenem obližaju, ki ga določa AKOS. Za več informacij lahko preverite uradne strani AKOS."
llama-3.1-8b-instant,GOLD2-1679,Postopek pred AKOS,4.99,5.0,5.0,4.96,5.0,5.0,False,,1.753,406,False,postopek-pred-akos,,"Ej, povej mi: Kako tečejo roki v postopku pred AKOS in kdaj moram oddati vlogo? A se to da uredit?","V postopku pred AKOS se roki tečejo po naslednjih korakih:

1. Prijava: Po prejemu prijave se začne postopek pred AKOS. Prijava mora vsebovati vsa potrebna podatka in dokumente.
2. Preverjanje podatkov: AKOS preveri podatke in dokumente, da bi ugotovila, ali so vse praviloma izpolnjeni.
3. Izobraževalna obveznost: Če je potrebno, AKOS lahko zahteva, da se izobraževalna obveznost izpolni.
4. Predstavitev: Po izpolnjenju izobraževalne obveznosti se prične predstavitev, kjer se izpostavi zadevna zadeva.
5. Odločitev: Po predstavitvi se izda odločitev, ki je končna odločitev v postopku.

Kdaj moram oddati vlogo? Vlogo morate oddati v času, ko jo zahteva AKOS. To lahko je prijava, dokumentacija ali kakšna druga vloga, ki je potrebna za postopek.

Ali se to da uredit? Da, lahko se vloga uredi, če je potrebno. AKOS lahko zahteva dodatne informacije ali dokumente, da bi se vloga lahko uredila. V tem primeru morate oddati uredljivo vlogo v času, ki ga zahteva AKOS.

Za dodatne informacije o postopku pred AKOS in zahtevanih vlogah se lahko obrnete na AKOS ali na svojega predstavnika."
llama-3.1-8b-instant,GOLD2-0616,Postopek pred AKOS,4.37,4.5,3.33,4.97,5.0,5.0,False,,1.114,90,False,postopek-pred-akos,,"Spoštovani, prosim za pojasnilo: Na kakšen način lahko oddam predlog za rešitev spora (osebno, pošta, e-pot)? Hvala za pomoč.","Spoštovani, lahko oddate predlog za rešitev spora prek elektronske pošte na naslov [info@akos.si](mailto:info@akos.si) ali preko spletnega obiska AKOS-a. Na spletni strani najdete tudi obrazec za predlog rešitve spora, ki ga lahko napolnite in poslatite."
llama-3.1-8b-instant,GOLD2-0048,Postopek pred AKOS,4.25,5.0,2.5,5.0,5.0,5.0,False,,1.249,173,False,postopek-pred-akos,,"Spoštovani, prosim za pojasnilo: Ali moram med postopkom pri AKOS poravnati sporni račun ali lahko počakam? Hvala za pomoč.","Spoštovani, lahko se vprašate, ali morate sporni račun poravnati med postopkom pri AKOS. Po navadi se priporoča, da se sporni račun poravnate takoj, ko pride do spora. To je zaradi tega, ker lahko priporočila za poravnavo lahko izginejo, če račun ostane sporen za dolgo časa. Vendar je treba tudi paziti, da se ne poravnate računa, ki so v postopku pri AKOS, saj bi to lahko vplivalo na vaše pravice. Za več informacij se obrnite na AKOS ali vašega poslovnega svetovalca."
llama-3.1-8b-instant,GOLD2-1459,Postopek pred AKOS,4.98,5.0,5.0,4.9,5.0,5.0,False,,1.408,263,False,postopek-pred-akos,,Podrobno razloži: Ali moram med postopkom pri AKOS poravnati sporni račun ali lahko počakam? Dodaj korake postopka.,"Pri AKOS lahko sporni račun ne morate poravnati neposredno med postopkom. 

1. Po prejemu sporne obveze lahko odložite plačilo in začnete postopek za odpravo sporne obveze.
2. Po prijavi sporne obveze boste prejeli elektronsko pošto s povezavo za prijavitev sporne obveze.
3. Po kliku na povezavo boste prišli na spletno stran AKOS, kjer lahko prijavite sporni račun.
4. Po prijavi sporne obveze boste lahko prišli v AKOS-ov sistem in pripravili zahtevanje za odpravo sporne obveze.
5. Po pripravi zahtevanja boste lahko poslali zahtevanje za odpravo sporne obveze.
6. AKOS bo preveril vaš zahtevek in odgovoril boste prejeli elektronsko pošto.

Zato lahko počakate, da AKOS preveri vaš zahtevek in odgovori."
llama-3.1-8b-instant,GOLD2-0146,Postopek pred AKOS,4.25,4.0,3.33,5.0,5.0,5.0,False,,1.235,71,False,postopek-pred-akos,,"Na kratko: Kaj mora vsebovati predlog za rešitev spora, da bo popoln? Odgovori v 2 stavkih.","Predlog za rešitev spora mora vsebovati:

1. Opis problema in razlago razlogov, zakaj je potrebna rešitev.
2. Predlog rešitve, ki je jasen in podprt z razumelimi in primerljivimi podatki."
llama-3.1-8b-instant,GOLD2-1860,Postopek pred AKOS,4.24,5.0,2.5,4.93,5.0,5.0,False,,1.16,137,False,postopek-pred-akos,,[Novinar] Prosim za uradno pojasnilo: Ali lahko vlogo za začetek postopka pred AKOS zame odda pooblaščenec? Odgovor naj bo dejstven in nevtralen.,"V skladu z Zakonom o zasebnem in javnem življenju (ZJZ) lahko pooblaščenec za začetek postopka pred AKOS odda vlogo, če je pooblaščenec pooblaščen za to z osebno izjavo ali z določeno pisno pooblastilo. Pooblaščenec mora biti oseba, ki je po Zakonu o zasebnem in javnem življenju (ZJZ) dovolj star, da je sposobna za podpis osebne izjave."
llama-3.1-8b-instant,GOLD2-1852,Postopek pred AKOS,3.97,5.0,1.67,4.85,5.0,5.0,False,,1.506,175,False,postopek-pred-akos,,"[Novinar] Prosim za uradno pojasnilo: Kakšne so moje možnosti, če se ne strinjam z izdanim računom operaterja? Odgovor naj bo dejstven in nevtralen.","Po pravilih AKOS lahko se strinjaš ali ne strinjaš z izdanim računom. Če se ne strinjas, lahko zahtevajoš izdajo popravek ali razlage. V primeru, da se ne strinjas z izdanim računom, lahko zahtevajoš:

- Izdajo popravek, če je bila napaka pri izračunu
- Razlago, če je bila napaka pri pripravi računa
- Preverjanje računa, če je bila napaka pri pripravi ali izračunu

Za več informacij lahko obiščeš spletno stran AKOS ali se obržeš na tel.: 080 11 00."
llama-3.1-8b-instant,GOLD2-1982,Postopek pred AKOS,4.49,5.0,3.33,4.97,5.0,5.0,False,,1.311,152,False,postopek-pred-akos,,[Anonimizirano] Operater je zavrnil mojo reklamacijo. Kako lahko sprozim postopek pri AKOS?,"Spremljaj moj navodilo. Prvo, preveri, ali je bila reklamacija pravilno pripravljena in podana. Nato lahko poskusite, da se kontaktirate z operaterjem in ga prosite, da razloži, zakaj je bila reklamacija zavrnjena. Če to ne uspe, lahko se obrnete na AKOS s pismo ali elektronsko pošto na naslov [info@akos.si](mailto:info@akos.si). Tukaj lahko podajte podrobnosti o svoji reklamaciji in prosite, da jo preverijo in odgovorijo."
llama-3.1-8b-instant,GOLD2-0905,Postopek pred AKOS,4.21,5.0,2.5,4.79,5.0,5.0,False,,1.232,196,False,postopek-pred-akos,,Ali moram med postopkom pri AKOS poravnati sporni račun ali lahko počakam?,"Pri AKOS se priporoča, da se sporni račun poravna takoj, ko pride do spora. To je zaradi tega, ker lahko spor vpliva na vaše finančno stanje in lahko vpliva na vaše možnosti za dostop do finančnih sredstev.

Če se spor ne poravna, lahko vpliva na vaše kreditno oceno in lahko vpliva na vaše možnosti za dostop do finančnih sredstev v prihodnosti.

Zato priporočam, da se sporni račun poravna takoj, ko pride do spora. Če ste neznani z postopkom pri AKOS, lahko preberete uradne informacije na spletni strani AKOS ali se obrnete na njihov klijentski servis za pomoč."
llama-3.1-8b-instant,GOLD2-1451,Postopek pred AKOS,4.47,5.0,3.33,4.87,5.0,5.0,False,,1.639,446,False,postopek-pred-akos,,"Podrobno razloži: Na kakšen način lahko oddam predlog za rešitev spora (osebno, pošta, e-pot)? Dodaj korake postopka.","Kot uporabnik AKOS lahko oddajete predlog za rešitev spora prek elektronske pošte (e-pot). To je lahko preko spletnega mesta AKOS ali preko e-potne naslovne vrstice.

**Koraki postopka:**

1. **Prijava na spletno mesto AKOS**: Prijava se lahko izvede preko spletnega mesta AKOS. Uporabnik mora imeti aktivno računsko ime in geslo.
2. **Prijavi se na svoj račun**: Po prijavi se uporabnik preusmeri na svoj račun, kjer lahko vidimo seznam aktivnih sporov.
3. **Izberi spor**: Izberite spor, za katerega želite oddati predlog za rešitev.
4. **Kliknite na gumb ""Oddaj predlog za rešitev""**: Na strani sporov kliknite na gumb ""Oddaj predlog za rešitev"". To vam bo omogočilo, da boste lahko oddali predlog za rešitev.
5. **Vnesite predlog za rešitev**: Vnesite predlog za rešitev v polje za tekst. Predlog mora biti razumljiv in jasen.
6. **Kliknite na gumb ""Poslji""**: Po vnosu predloga za rešitev kliknite na gumb ""Poslji"". Predlog bo poslan na AKOS.
7. **Preverite, ali je predlog sprejet**: Po poslji predloga za rešitev preverite, ali je bil sprejet. AKOS vam bo poslal potrdilo, da je predlog sprejet.

**Pomembno:** Predlog za rešitev mora biti razumljiv in jasen. AKOS lahko sprejme ali zavrne predlog."
llama-3.1-8b-instant,GOLD2-0665,Postopek pred AKOS,3.99,4.0,2.5,4.95,5.0,5.0,False,,1.059,90,False,postopek-pred-akos,,Ali moram med postopkom pri AKOS poravnati sporni račun ali lahko počakam?,"Pri postopku pri AKOS lahko sporni račun ne morate neposredno poravnati. AKOS lahko zahteva, da vložite vsoto, ki je v primeru odločitve v vašo korist, vrnjena vam bodo. V primeru odločitve v korist AKOS-a boste morali vsoto vložiti."
llama-3.1-8b-instant,GOLD2-1927,Postopek pred AKOS,4.49,5.0,3.33,4.94,5.0,5.0,False,,1.057,100,False,spori-med-operaterji,,"Ej, povej mi: Operater mi na reklamacijo ni odgovoril v roku. Kdaj se loh obrnem na AKOS? A se to da uredit?","Prosim, da se obrnete na AKOS, če operater ne odgovori na vašo reklamacijo v roku 15 dni. To je določeno v pravilih AKOS. 

Akcija za obravnavo vašega primera je, da se obrnete na AKOS, ki bo posredovala v vašem primeru. AKOS lahko tudi uredi vašo reklamacijo, če je potrebno."
llama-3.1-8b-instant,GOLD2-0672,Postopek pred AKOS,4.25,5.0,2.5,5.0,5.0,5.0,False,,1.17,150,False,postopek-pred-akos,,"Spoštovani, prosim za pojasnilo: Ali lahko vlogo za začetek postopka pred AKOS zame odda pooblaščenec? Hvala za pomoč.","Spoštovani, lahko pooblaščenec odda vlogo za začetek postopka pred AKOS, vendar mora biti ta pooblaščilo izdano v skladu z Zakonom o zasebnem zdravstvenem zavarovanju (ZZZS). Pooblaščenec mora biti tudi prijavljen v AKOS in imeti pravice za izdajo pooblaščil. Za dodatne informacije o pooblaščilih in njihovi uporabi prosim obiščite uradne strani AKOS ali se obrnite na AKOS direktno."
llama-3.1-8b-instant,GOLD2-0491,Postopek pred AKOS,4.48,5.0,3.33,4.92,5.0,5.0,False,,1.635,377,False,postopek-pred-akos,,Podrobno razloži: Ali lahko predlog za rešitev spora oddam elektronsko in na kateri kanal? Dodaj korake postopka.,"Kot uporabnik AKOS lahko predlog za rešitev spora oddajate elektronsko. Za to morate prijaviti se na svoj račun AKOS in se prijaviti v sistem za elektronsko pošiljanje predlogov.

Korake postopka:

1. Prijava na račun AKOS: Po prijavi se na svoj račun AKOS in se prijavite v sistem.
2. Izbor predloga: Izberite vrsto predloga, ki jo želite poslati (npr. predlog za rešitev spora).
3. Izpolnite obvezna polja: Izpolnite obvezna polja, kot so ime, priimek, naslov in kontakt podatki.
4. Izberite sporni predmet: Izberite sporni predmet, za katerega želite predložiti rešitev.
5. Izpolnite predlog: Izpolnite predlog za rešitev spora, vključno z razlago razlogov za predlog.
6. Pošiljanje predloga: Pošljite predlog elektronsko na AKOS.

Pozor: Predlog mora biti podan v določenem formatu in mora vsebovati vse potrebne podatke. Za več informacij o formatu in potrebnih podatkih, prosim, obiščite uradno spletno stran AKOS ali se obrnite na njihov kontakt.

Povezava do uradne spletna strani AKOS: [www.akos.si](http://www.akos.si)"
